outlet_name,postal_code,outlet_type,group1_wins,group2_wins,combined_wins,source,latitude,longitude,onemap_address,x_svy21,y_svy21,planning_area,geocode_status
NTUC FairPrice Yung Kuang Road,610063,,4,15,19,scraped,1.33221936370928,103.722686866956,63 YUNG KUANG ROAD SINGAPORE 610063,15687.8331243386,34935.841641767,,OK
NTUC FairPrice Yew Tee Point,689578,Authorised Retailer (FairPrice),4,34,38,matched,1.39696992267974,103.746443198224,21 CHOA CHU KANG NORTH 6 YEWTEE POINT SINGAPORE 689578,18331.928316039,42095.5309091564,,OK
NTUC FairPrice Woodlands Civic Centre,730900,Authorised Retailer (FairPrice),4,30,34,matched,1.4350778940091,103.786619615641,900 SOUTH WOODLANDS DRIVE KINDERLAND KINDERGARTEN (WOODLANDS) SINGAPORE 730900,22803.1142956652,46309.1924036536,,OK
NTUC FairPrice Thomson Plaza,574408,Authorised Retailer (FairPrice),4,37,41,matched,1.35466902496424,103.830919782333,301 UPPER THOMSON ROAD THOMSON PLAZA SINGAPORE 574408,27733.0413219538,37417.9340793099,,OK
NTUC FairPrice Tampines Street 83,521866,Authorised Retailer (FairPrice),4,21,25,matched,1.35536454193962,103.934477898052,866A TAMPINES STREET 83 TAMPINES CENTRAL COMMUNITY COMPLEX SINGAPORE 521866,39257.8802550118,37495.0756679717,,OK
NTUC FairPrice Tampines Street 44,520475,Authorised Retailer (FairPrice),4,15,19,matched,1.36032331939995,103.953129640464,475 TAMPINES STREET 44 SINGAPORE 520475,41333.5824240958,38043.4878562279,,OK
NTUC FairPrice Rivervale Mall,545082,Authorised Retailer (FairPrice),4,13,17,matched,1.39250410994833,103.904483668323,11 RIVERVALE CRESCENT SINGAPORE 545082,35919.7396821184,41601.6646846253,,OK
NTUC FairPrice Punggol Oasis Terraces,820681,Authorised Retailer (FairPrice),4,20,24,matched,1.40259581502678,103.912962428692,681 PUNGGOL DRIVE NKF DIALYSIS CENTRE SINGAPORE 820681,36863.2770914566,42717.5855860859,,OK
NTUC FairPrice Parkway Parade,449269,Authorised Retailer (FairPrice),4,25,29,matched,1.301041960873,103.905505005847,80 MARINE PARADE ROAD MARINE PARADE POST OFFICE SINGAPORE 449269,36033.7006082321,31488.2430501617,,OK
NTUC FairPrice Marine Parade Central,449411,Authorised Retailer (FairPrice),4,12,16,matched,1.30134714783304,103.907183612906,6 MARINE PARADE CENTRAL SINGAPORE 449411,36220.5136048924,31521.9944853205,,OK
